Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
555;4800152303;"Acta Chimica Sinica";journal;"05677351";0,375;Q3;45;178;442;11372;822;442;1,81;63,89;37,06;0;44;China;Asiatic Region;"Science China Press";"1982, 1996-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
556;24088;"Rapid Communications in Mass Spectrometry";journal;"09514198, 10970231";0,375;Q3;148;197;842;7006;1496;799;1,74;35,56;37,51;2;26;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1987-2023";"Analytical Chemistry (Q3); Organic Chemistry (Q3); Spectroscopy (Q3)";"Chemistry"
557;21101024415;"Results in Chemistry";journal;"22117156";0,375;Q3;23;535;648;29334;1730;645;2,56;54,83;33,67;0;213;Netherlands;Western Europe;"Elsevier B.V.";"2019-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
558;26901;"Acta Polymerica Sinica";journal;"10003304";0,374;Q3;28;116;340;5521;502;339;1,51;47,59;33,01;0;15;China;Asiatic Region;"Science China Press";"1996-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Polymers and Plastics (Q3)";"Chemical Engineering; Chemistry; Materials Science"
559;12182;"Journal of Molecular Spectroscopy";journal;"00222852, 1096083X";0,374;Q3;73;77;261;3186;362;259;1,35;41,38;21,49;0;2;United States;Northern America;"Academic Press Inc.";"1957-2023";"Atomic and Molecular Physics, and Optics (Q3); Physical and Theoretical Chemistry (Q3); Spectroscopy (Q3)";"Chemistry; Physics and Astronomy"
560;13572;"Cellular Polymers";journal;"14782421, 02624893";0,373;Q3;31;13;43;748;70;43;1,57;57,54;21,95;0;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1982-1987, 1989, 1991-2023";"Organic Chemistry (Q3); Polymers and Plastics (Q3)";"Chemistry; Materials Science"
561;21553;"Structure and Bonding";book series;"16168550, 00815993";0,373;Q3;55;0;39;0;50;11;0,85;0,00;0,00;0;0;Germany;Western Europe;"Springer Verlag";"1981-1982, 1997, 2003, 2005-2021";"Inorganic Chemistry (Q3); Physical and Theoretical Chemistry (Q3); Spectroscopy (Q3)";"Chemistry"
562;21101055713;"Chemistry Africa";journal;"25225766, 25225758";0,372;Q3;23;272;365;15458;1004;363;2,65;56,83;36,34;0;106;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2018-2023";"Catalysis (Q3); Chemistry (miscellaneous) (Q3); Environmental Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemical Engineering; Chemistry; Environmental Science"
563;7900153139;"Journal of Oleo Science";journal;"13473352, 13458957";0,369;Q3;56;111;540;4047;1012;525;1,72;36,46;35,94;0;31;Japan;Asiatic Region;"Japan Oil Chemists Society";"2001-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Medicine (miscellaneous) (Q3)";"Chemical Engineering; Chemistry; Medicine"
564;24511;"Surface and Interface Analysis";journal;"01422421, 10969918";0,366;Q3;99;105;395;3828;673;391;1,75;36,46;28,54;0;12;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1979-2023";"Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q3); Materials Chemistry (Q3); Surfaces and Interfaces (Q3); Surfaces, Coatings and Films (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
565;21841;"Food Additives and Contaminants";journal;"0265203X, 14645122";0,364;Q3;121;124;92;5425;186;92;1,81;43,75;47,41;2;26;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1984-2014, 2018, 2020-2023";"Chemistry (miscellaneous) (Q3); Food Science (Q3); Health, Toxicology and Mutagenesis (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q3)";"Agricultural and Biological Sciences; Chemistry; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
566;21100384025;"Open Chemistry";journal;"23915420";0,363;Q3;34;178;414;8234;1027;414;2,33;46,26;35,82;0;63;Germany;Western Europe;"Walter de Gruyter GmbH";"2003, 2015-2023";"Chemistry (miscellaneous) (Q3); Materials Chemistry (Q3)";"Chemistry; Materials Science"
567;25882;"Journal of Heterocyclic Chemistry";journal;"0022152X, 19435193";0,360;Q3;65;173;770;8782;1996;769;2,61;50,76;32,34;0;33;United States;Northern America;"John Wiley and Sons Inc.";"1966-2023";"Organic Chemistry (Q3)";"Chemistry"
568;25897;"Journal of Organometallic Chemistry";journal;"0022328X";0,359;Q3;132;218;855;12852;1791;845;2,15;58,95;32,84;0;34;Netherlands;Western Europe;"Elsevier B.V.";"1963-2023";"Biochemistry (Q3); Inorganic Chemistry (Q3); Materials Chemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science"
569;22769;"Chemical and Pharmaceutical Bulletin";journal;"00092363, 13475223";0,358;Q3;102;130;457;4108;801;447;1,53;31,60;28,20;0;31;Japan;Asiatic Region;"Pharmaceutical Society of Japan";"1958-2023";"Chemistry (miscellaneous) (Q3); Drug Discovery (Q3); Medicine (miscellaneous) (Q3)";"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
570;21100826823;"Iranian Journal of Catalysis";journal;"23454865, 22520236";0,358;Q3;25;31;127;1612;289;127;2,51;52,00;46,05;0;5;Iran;Middle East;"Islamic Azad University";"2012-2023";"Catalysis (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3)";"Chemical Engineering; Chemistry"
571;4900152712;"Chinese Journal of Analytical Chemistry";journal;"02533820, 18722040";0,355;Q3;39;91;267;3779;603;259;2,22;41,53;40,15;0;34;China;Asiatic Region;"Chinese Academy of Sciences";"1989, 1996-2023";"Analytical Chemistry (Q3)";"Chemistry"
572;25283;"Journal of Fluorine Chemistry";journal;"00221139";0,355;Q3;101;81;349;4470;623;347;1,82;55,19;31,79;0;8;Netherlands;Western Europe;"Elsevier B.V.";"1971-2023";"Biochemistry (Q3); Environmental Chemistry (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science"
573;24060;"Journal of Radioanalytical and Nuclear Chemistry";journal;"15882780, 02365731";0,355;Q3;75;574;1709;21308;2748;1695;1,58;37,12;33,67;2;128;Netherlands;Western Europe;"Springer Netherlands";"1977-1979, 1981, 1984-2023";"Nuclear Energy and Engineering (Q2); Analytical Chemistry (Q3); Health, Toxicology and Mutagenesis (Q3); Pollution (Q3); Public Health, Environmental and Occupational Health (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Spectroscopy (Q3)";"Chemistry; Energy; Environmental Science; Medicine"
574;26903;"High Temperature Materials and Processes";journal;"21910324, 03346455";0,354;Q3;28;57;183;2324;313;182;1,70;40,77;29,57;0;8;Germany;Western Europe;"Walter de Gruyter GmbH";"1984, 1986-2023";"Condensed Matter Physics (Q3); Materials Science (miscellaneous) (Q3); Mechanics of Materials (Q3); Physical and Theoretical Chemistry (Q3)";"Chemistry; Engineering; Materials Science; Physics and Astronomy"
575;24080;"Heterocyclic Communications";journal;"07930283, 21910197";0,353;Q3;27;16;56;510;123;56;1,51;31,88;33,75;0;6;Germany;Western Europe;"Walter de Gruyter GmbH";"1994-2023";"Organic Chemistry (Q3)";"Chemistry"
576;27999;"Chinese Journal of Chemical Physics";journal;"23272244, 16740068";0,352;Q3;27;89;311;3937;364;309;1,29;44,24;32,41;0;11;United States;Northern America;"American Institute of Physics";"2000-2023";"Physical and Theoretical Chemistry (Q3)";"Chemistry"
577;25898;"Journal of Peptide Science";journal;"10752617, 10991387";0,352;Q3;73;78;164;3861;288;163;1,74;49,50;40,52;0;13;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1995-2023";"Biochemistry (Q3); Drug Discovery (Q3); Medicine (miscellaneous) (Q3); Organic Chemistry (Q3); Pharmacology (Q3); Molecular Biology (Q4); Molecular Medicine (Q4); Structural Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
578;24059;"Journal of Planar Chromatography - Modern TLC";journal;"17890993, 09334173";0,352;Q3;34;53;212;1572;254;193;1,11;29,66;40,21;0;6;Hungary;Eastern Europe;"Research Institute for Medicinal Plants";"1995-2023";"Analytical Chemistry (Q3); Biochemistry (Q3); Clinical Biochemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
579;23932;"Analytical Letters";journal;"1532236X, 00032719";0,351;Q3;68;314;632;11885;1421;632;1,93;37,85;44,01;0;56;United States;Northern America;"Taylor and Francis Ltd.";"1967-2023";"Analytical Chemistry (Q3); Biochemistry (Q3); Biochemistry (medical) (Q3); Clinical Biochemistry (Q3); Electrochemistry (Q3); Spectroscopy (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine"
580;24097;"Journal of the Indian Chemical Society";journal;"00194522";0,351;Q3;35;301;953;14935;2818;951;3,47;49,62;31,18;0;92;India;Asiatic Region;"Elsevier B.V.";"1973-1985, 1987-1991, 1996-2023";"Drug Discovery (Q3); Electrochemistry (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemistry; Pharmacology, Toxicology and Pharmaceutics"
581;14237;"Journal of Fuel Chemistry and Technology";journal;"2097213X, 18725813";0,348;Q3;47;162;547;7420;997;547;1,95;45,80;37,16;0;67;China;Asiatic Region;"Science China Press";"1996-2023";"Chemical Engineering (miscellaneous) (Q3); Fuel Technology (Q3); Physical and Theoretical Chemistry (Q3)";"Chemical Engineering; Chemistry; Energy"
582;19500157076;"Reaction Kinetics, Mechanisms and Catalysis";journal;"18785204, 18785190";0,347;Q3;49;191;621;8584;1171;618;1,85;44,94;43,47;0;43;Netherlands;Western Europe;"Springer Science and Business Media B.V.";"2010-2023";"Physical and Theoretical Chemistry (Q3); Catalysis (Q4)";"Chemical Engineering; Chemistry"
583;24673;"Crystal Research and Technology";journal;"15214079, 02321300";0,346;Q3;72;145;291;7390;472;283;1,35;50,97;30,52;0;21;Germany;Western Europe;"John Wiley & Sons Inc.";"1966-2023";"Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q3); Materials Science (miscellaneous) (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
584;25331;"Wuji Cailiao Xuebao/Journal of Inorganic Materials";journal;"1000324X";0,346;Q3;29;172;510;7344;881;509;1,89;42,70;35,86;0;53;China;Asiatic Region;"Science China Press";"1993-2023";"Inorganic Chemistry (Q3); Materials Science (miscellaneous) (Q3)";"Chemistry; Materials Science"
585;21970;"Theoretical Chemistry Accounts";journal;"1432881X, 14322234";0,345;Q3;117;134;420;7562;734;417;1,55;56,43;29,74;0;19;United States;Northern America;"Springer New York";"1977, 1996-2023";"Physical and Theoretical Chemistry (Q3)";"Chemistry"
586;22659;"Acta Chromatographica";journal;"12332356, 20835736";0,344;Q3;32;55;150;1744;274;148;1,74;31,71;43,88;0;8;Hungary;Eastern Europe;"Akademiai Kiado";"1996-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
587;29109;"Corrosion Engineering Science and Technology";journal;"1478422X, 17432782";0,343;Q3;50;72;229;3569;413;229;1,68;49,57;29,17;0;10;United Kingdom;Western Europe;"SAGE Publications Inc.";"2003-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)";"Chemical Engineering; Chemistry; Materials Science"
588;24801;"Molecular Simulation";journal;"08927022, 10290435";0,343;Q3;68;152;454;8930;919;447;2,08;58,75;29,87;0;43;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q3); Information Systems (Q3); Materials Science (miscellaneous) (Q3); Modeling and Simulation (Q3)";"Chemical Engineering; Chemistry; Computer Science; Materials Science; Mathematics; Physics and Astronomy"
589;24023;"Journal of Chromatographic Science";journal;"00219665, 1945239X";0,342;Q3;65;108;340;3452;602;340;1,77;31,96;41,82;0;9;United States;Northern America;"Oxford University Press";"1963-2023";"Analytical Chemistry (Q3); Medicine (miscellaneous) (Q3)";"Chemistry; Medicine"
590;23449;"Journal of the Chinese Chemical Society";journal;"00094536, 21926549";0,342;Q3;53;202;633;9924;1196;624;1,76;49,13;37,39;0;35;United States;Northern America;"John Wiley & Sons Inc.";"1954-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
591;21100814522;"Papers in Physics";journal;"18524249";0,340;Q3;12;6;27;282;46;27;1,38;47,00;23,08;0;0;Argentina;Latin America;"Instituto de Fisica de Liquidos y Sistemas Biologicos";"2009-2023";"Materials Science (miscellaneous) (Q3); Physical and Theoretical Chemistry (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
592;34545;"Journal of Asian Natural Products Research";journal;"10286020, 14772213";0,339;Q3;51;176;394;4241;720;372;1,94;24,10;39,79;0;36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2023";"Complementary and Alternative Medicine (Q2); Analytical Chemistry (Q3); Drug Discovery (Q3); Medicine (miscellaneous) (Q3); Organic Chemistry (Q3); Pharmaceutical Science (Q3); Pharmacology (Q3); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
593;25168;"Electrochemical Society Interface";journal;"10648208";0,338;Q3;52;39;133;600;123;96;0,88;15,38;27,66;0;10;United States;Northern America;"Institute of Physics Publishing";"1992-2023";"Electrochemistry (Q3)";"Chemistry"
594;51064;"Journal of Inclusion Phenomena and Macrocyclic Chemistry";journal;"15731111, 13883127";0,338;Q3;68;36;217;1807;414;216;1,73;50,19;33,86;0;6;Netherlands;Western Europe;"";"1999-2023";"Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q3); Food Science (Q3)";"Agricultural and Biological Sciences; Chemistry; Physics and Astronomy"
595;12441;"Open Systems and Information Dynamics";journal;"17937191, 12301612";0,337;Q3;36;25;62;1004;62;58;1,28;40,16;13,46;0;0;Singapore;Asiatic Region;"World Scientific";"1992-1995, 1997-2023";"Computational Mechanics (Q2); Fluid Flow and Transfer Processes (Q3); Information Systems (Q3); Mathematical Physics (Q3); Mechanics of Materials (Q3); Physical and Theoretical Chemistry (Q3); Statistical and Nonlinear Physics (Q3); Statistics and Probability (Q3)";"Chemical Engineering; Chemistry; Computer Science; Engineering; Mathematics; Physics and Astronomy"
596;21100901163;"Advanced Structural and Chemical Imaging";journal;"21980926";0,335;Q3;23;0;3;0;7;3;0,00;0,00;0,00;0;0;Switzerland;Western Europe;"SpringerOpen";"2015-2020";"Chemical Engineering (miscellaneous) (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Spectroscopy (Q3)";"Chemical Engineering; Chemistry; Medicine"
597;26971;"Journal of Physical Organic Chemistry";journal;"10991395, 08943230";0,335;Q3;74;128;325;6717;625;324;1,96;52,48;32,15;0;12;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1988-2023";"Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemistry"
598;17600154901;"Journal of Superhard Materials";journal;"19349408, 10634576";0,335;Q3;27;52;149;1505;178;146;1,40;28,94;33,33;0;2;United States;Northern America;"Allerton Press Inc.";"2007-2023";"Inorganic Chemistry (Q3); Materials Science (miscellaneous) (Q3)";"Chemistry; Materials Science"
599;57844;"Journal of Molecular Modeling";journal;"16102940, 09485023";0,332;Q3;79;391;1111;20053;2258;1105;1,95;51,29;33,60;0;107;Germany;Western Europe;"Springer Verlag";"1996-2023";"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Inorganic Chemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3); Catalysis (Q4)";"Chemical Engineering; Chemistry; Computer Science"
600;24773;"Mendeleev Communications";journal;"1364551X, 09599436";0,332;Q3;45;265;781;7174;1293;780;1,83;27,07;41,21;0;27;Netherlands;Western Europe;"Elsevier B.V.";"1991-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
601;12900;"Designed Monomers and Polymers";journal;"15685551, 1385772X";0,329;Q3;42;24;84;1034;175;84;1,79;43,08;34,15;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Chemistry (Q3); Polymers and Plastics (Q3)";"Chemical Engineering; Chemistry; Materials Science"
602;21100896681;"Chemical Physics Letters: X";journal;"25901419";0,328;Q3;9;0;4;0;10;4;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Elsevier B.V.";"2019-2020";"Physical and Theoretical Chemistry (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Chemistry; Physics and Astronomy"
603;22042;"Journal of the Ceramic Society of Japan";journal;"18820743, 13486535";0,327;Q3;64;147;441;4994;533;426;1,21;33,97;17,46;0;19;Japan;Asiatic Region;"Ceramic Society of Japan";"1988-2023";"Ceramics and Composites (Q3); Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q3); Materials Chemistry (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
604;4700152614;"Mini-Reviews in Organic Chemistry";journal;"18756298, 1570193X";0,327;Q3;43;50;197;4530;406;189;1,90;90,60;39,39;0;16;United Arab Emirates;Middle East;"Bentham Science Publishers";"2005-2023";"Organic Chemistry (Q3)";"Chemistry"
605;24043;"Journal of Labelled Compounds and Radiopharmaceuticals";journal;"03624803, 10991344";0,326;Q3;54;51;154;1785;212;134;0,86;35,00;22,94;0;13;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1976-2023";"Analytical Chemistry (Q3); Biochemistry (Q3); Drug Discovery (Q3); Organic Chemistry (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Spectroscopy (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
606;26990;"Molecular Physics";journal;"00268976, 13623028";0,326;Q3;118;365;989;20140;1559;968;1,61;55,18;26,33;0;30;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1958-2023";"Biophysics (Q3); Condensed Matter Physics (Q3); Physical and Theoretical Chemistry (Q3); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Physics and Astronomy"
607;26530;"Chinese Journal of Organic Chemistry";journal;"02532786";0,325;Q3;40;396;1411;19705;1891;1411;1,48;49,76;42,34;0;31;China;Asiatic Region;"Science China Press";"1996-2023";"Organic Chemistry (Q3)";"Chemistry"
608;29437;"Coloration Technology";journal;"14784408, 14723581";0,325;Q3;60;98;173;4676;351;170;2,00;47,71;43,69;0;13;United States;Northern America;"Wiley-Blackwell";"2001-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)";"Chemical Engineering; Chemistry; Materials Science"
